food_name, category1, category2,ingredients,contents
닭가슴살볶음밥,밥/죽/떡,볶음,[재료] 닭가슴살캔 1개| 양파 1/4개| 청피망 1/2개| 홍피망 1/2개| 완두콘캔 30g| 옥수수캔 30g| 밥 2공기 [양념] 매콤한맛굴소스 2TS| 소금 약간 | 오일 조금,"1.	양파+청피망+홍피망은 잘게 다져주세요. 닭가슴살캔은 채에 받쳐 기름기를 제거하고 결대로 찢어주세요. 완두콩캔은 끓는물에 데쳐주세요..
2.	달구어진 프라이팬에 오일을 조금 두르고, 양파를 넣고 볶아주세요. 양파가 살짝이 투명해지면 청피망+홍피망을 넣고 볶아주세요. 살짝이 소금으로 간해주세요. 기름기를 제거하고 결대로 찢어놓은 닭가슴살을 넣고 볶아주세요. 처음에는 닭가슴살이 조금 퍽퍽하지않을까 걱정했었는데 의외로 넘 부드럽네요. 밥+완두콩+옥수수캔을 넣고 볶아주세요.
3.	매콤한 맛 굴소스를 넣고 맛있게 볶아주세요. 볶으면서 간도 조금 보시면서 가감하시면 더 좋겠죠?
4.	부드러운 닭가슴살이 야채들이랑 잘 볶아져서 볶음밥이 넘 맛있었답니다."
치킨도리아,밥/죽/떡,굽기,[재료] 닭가슴살 200g| 양파 1/2개| 청피망 1/2개| 홍피망 1/2개| 당근(작은것) 1/2개| 양송이버섯 2개| 베이컨 4장| 밥 2공기 [양념] 우스터소스 1+1/2TS| 케찹 5TS| 소금| 후춧가루 조금| 파슬리가루 조금 [닭가슴살밑간] 청주 1TS| 마늘 2알(다지기)| 소금| 후춧가루 조금 [화이트소스] 버터 2TS| 밀가루 2TS| 우유 220ml| 피자치즈 조금| 소금| 후춧가루 조금,"1.	닭가슴살은 미리 밑간양념을 넣고 재워두세요. 저는 항상 만들때 카레가루1TS를 넣었는데 오늘은 카레가루가 없어서 패쓰했답니다. 집에 카레가루가 있으시면 넣어주세요. 야채들과 베이컨은 먹기좋게 썰어주세요.
2.	달구어진 프라이팬에 재워둔 닭가슴살을 넣고 볶아주세요. 깨끗이 손질해서 썰어둔 야채들과 양송이버섯, 베이컨을 넣고 볶아주세요. 밥두공기를 넣고 살살 버무려주세요. 우스터소스와 케찹을 넣고 볶아주세요. 볶으면서 간을 한번 봐보세요. 싱겁다면 소금이나 후춧가루로 간을 해주세요..
3.	이제는 화이트소스를 만들어요. 프라이팬에 버터를 넣고 녹이다 밀가루를 넣고 약한불에서 볶아주세요. (그렇다고 갈색빛이 나도록 볶진마세요.)우유를 넣고 끓여주세요. 이때, 피자치즈를 조금 넣어보세요. 훨씬더 부드러워진답니다. 소금과 후춧가루로 간도 조금 해주세요.
4.	그라탕기에 화이트소스 ---> 볶아둔 밥 ---> 화이트소스 ---> 피자치즈 듬뿍 ---> 파슬리가루조금 190도로 예열된 오븐에서 10-12분정도 구워주세요.(각 가정의 오븐사양이 다 다르므로, 온도와 시간은 가감해서 구우세요.)
5.	피자치즈가 그런대로 구워졌죠? 솔직히 저는 피자치즈윗면을 살짝 더 구웠으면 좋겠는데 울 대빵과 빵돌이들이 자꾸만 먹고싶다며 그냥 달라길래 후다닥 꺼내주었다죠. 밥은 두공기이지만 요렇게 만들어먹으니 울 네식구가 든든하게 한끼를 해결했답니다."
케이크,빵,굽기,[재료] 흑미 박력쌀가루 90g| 버터 65g| 설탕 65g(매실맛 허니파우더80g)| 물엿 10g| 계란 90g| 베이킹 파우더 2g| 소금 1g| 우유 10g,"1.	이렇게 재료를 계량해놓고요. 버터와 물엿은 반죽그릇에 바로 계량했어요. 건포도는 럼주나 설탕물에 잠시 담가 불려놓고, 피칸은 블렌더에서 갈아놓았지요.
2.	버터를 풀어 허니파우더를 넣고 크림화시켜주세요. 계란은 조금씩 흘려넣어가며 지방이 분리되지 않도록 잘 섞어주시구요.
3.	버터가 포마드상태로 뽀얗게 크림화가 되었으면 여기에 흑미박력쌀가루와 소금, 베이킹파우더를 체쳐넣어요.
4.	날가루가 보이지 않도록 바닥을 긁어가며 퍼올리듯 잘 섞은 후 마지막에 우유를 넣고 마지막에 우유를 넣으면 날가루가 쉽게 없어집니다. 그리고 너무 오래 섞지마세요. 나중에 케익이 질겨집니다.
5.	잘 섞인 반죽에 피칸과 불린 건포도를 넣어 섞어주고
6.	미니 종이파운드몰드에 골고루 담아 가운데를 옴팍하게 가장자리를 약간 높게 담고 위에는 아몬드슬라이스를 올려 180도로 예열한 컨벡션오븐에서 12~15분간 구워내면 완성.
7.	저는 열풍이 강한 가스오븐이라 빨리 되더라구요. 반죽을 담은 용기의 크기에 따라 시간은 조절 중간에 한번 앞 뒤 위치를 바꾸어주면 좋아요. 앞쪽이 훨씬 더 색이 빨리 나거든요."
짜장덮밥,밥/죽/떡,볶음,[재료] 돼지고기 1줌(200g)| 감자大 1개| 양파大 1/2개| 당근 1/4개| 애호박 1/3개| 청양고추 3개| 물 3.5컵 [짜장분말물 재료] 짜장분말 1봉| 물 1/2컵 [양념] 다진마늘 1큰술| 소금 약간 | 후춧가루 약간| 식용유 4큰술,"1.	먼저 돼지고기(1줌=200g)에 다진마늘(1), 어슷 썬 청양고추(3개), 소금, 후춧가루(약간)로 밑간하고, 돼지고기는 한입크기로 먹기좋게 썰어주세요. 돼지고기 대신 닭가슴살이나 닭안심살로 해도 되요.
2.	감자大(1개), 양파大(1/2개), 당근(1/4개), 애호박(1/3개)는 깍둑썰고, 감자大 크기가 없으면 中 크기 2개를 준비하세요. 양파도 大 크기가 없다면 中 크기 1개를 준비하면 되고요.
3.	짜장분말 4~5인분 기준(1봉)에 물(1/2컵)을 부어 잘 개어줍니다. 짜장분말은 일반 슈퍼나 대형마트 가시며 쉽게 구입하실 수 있어요.
4.	달군 팬에 식용유(4)를 두르고 밑간한 돼지고기를 넣어 센불에 30초간 볶고
5.	딱딱한 순서대로 감자->당근->양파->애호박 순서대로 넣어 센불에 5분정도 달달 볶고, 센불에 타지않게 빠르게 볶아주세요. 이렇게 채소를 볶을땐 잘 안익는 딱딱한 것부터 볶아줘야해요. 짜장에선 감자만 익으면 다 익은거니까 제일 먼저 감자를 넣어 볶아줘야 한답니다. 카레 만들때도 똑같아용.
6.	그리고 짜장분말물을 넣어 살짝 볶은 후
7.	물(3.5컵)을 부어 짜장분말 알맹이가 없도록 잘 섞어준 후, 센불에 끓으면 불을 중간불로 줄여 약 10분정도 끓이고, 눌러붙지 않게 수시로 봐가면서 저어주세요.
8.	이렇게 약 10분정도 후 감자가 익으면 불을 꺼 마무리. 감자를 먹어보아 다 익으면 된겁니다.
9.	완성된 짜장은 밥 위에 얹어 청양고추 약간을 올려 먹으면 되요. 청양고추를 넣어 매콤한 짜장덮밥입니다. 매운걸 못먹거나 아이들이 먹는거라면 청양고추는 빼주세요. 그 외 풋고추를 넣어서 만들어도 고추향이 배어서 맛있을 듯 싶어용. 여기에 밥 대신 생칼국수면이나 국수를 삶아 비벼 먹으면 짜장면이 될 듯 싶네용."
오이무침,밑반찬,무침,[재료] 오이 2개 볶은소금 1큰술 다진파 1큰술 다진마늘 1작은술 고춧가루 1작은술 다진홍고추 1큰술 국간장 1/2작은술 멸치액젓 1/2작은술 설탕 1/2작은술 들기름 1큰술 통깨 1큰술,"1.	오이는 굵은 소금에 문질러 준 후 흐르는 물에 씻어 동글동글 썰어 그릇에 담고 중간 크기에 소금을 골고루 뿌려 뒤적여주고 10분간 절여줍니다. 절여진 오이는 키친페이퍼나 면보에 싸서 물기를 꼭~ 짜 줍니다. .물기 짠 오이를 그릇에 담고
2.	다진파1큰술.다진마늘 1작은술.고추가루1작은술.다진 홍고추1큰술.
3.	국간장 1/2작은술.멸치액젓1/2작은술.설탕1/2작은술.들기름1큰술.통깨 1큰술.
4.	분량에 양념을 넣어 조물조물 골고루 무쳐줍니다.
5.	간을 봐서 싱거우면 소금을 좀더 넣어주세요~
6.	접시에 담고 통깨 솔솔 뿌려냅니다."
통밀브레드,빵,굽기,[재료] 강력분 400그램| 중력분 100그램| 유기농 통밀분 50그램| 설탕 65그램| 생크림 200ml| 따뜻한 물 140~170ml| 소금 8그램| 플랙시드 가루(옵션) 2큰술| 인스턴트 드라이 이스트 12그램| 계란 1개| 버터 60그램,"1.	제빵기통에 따뜻한물과 생크림, 설탕, 계란, 소금을 섞어 줍니다.(물은 분량을 한꺼번에 다 넣지 말고 반죽의 상태를 봐가면서 추가해 주세요) 가루 종류를 체쳐서 넣은후 이스트를 넣고 반죽해 줍니다. 날가루가 보이지 않으면 버터를 넣고 20분간 반죽해 줍니다. 반죽이 한덩어리로 뭉쳐지면 큰볼에 넣고 랩을 씌워 구멍을 몇개 뚫어 줍니다.
2.	반죽을 넣은 볼보다 깊고 입구가 작은 볼에 따뜻한 물을 담고 그위 반죽을 담은 볼을 올려 중탕으로 1시간 정도 1차 발효해 줍니다. 반죽이 두배로 부풀면 가스를 빼 줍니다.
3.	가스를 뺀 반죽은 팽드미틀에 넣을 반죽은 280그램씩 2덩어리로 나누고, 나머지 반죽은 4등분 해서 15분 정도 휴지 시켜 줍니다. 휴지가 끝난 반죽은 밀대로 밀어 타원형을 만들어 줍니다.
4.	타원형으로 길게 민 반죽은 양옆을 접어 동그랗게 말아준뒤 이음새 부분을 꼬집어 줍니다.
5.	성형한 반죽은 틀에 넣고 틀의 80% 정도까지 부풀때까지 2차 발효 합니다. 2차 발효가 끝나면 170도로 예열된 오븐에 30분 정도 구워 줍니다.(반죽의 크기에 따라 굽는 시간과 온도를 조절해 주세요.)
6.	네모 반듯 팽드미 완성.
7.	갓구운 빵은 요거요거 안해 볼수 없죠. 닭살 증거샷. 보들보들 솜살같은 빵결. 통밀을 넣었어도 많이 넣지 않았고 중력분도 섞어서 사용 했기 때문에더구나 생크림을 넣어 만든거라 유지류가 풍부해서 그런지 빵이 진짜 부드럽더라구요. 폭신폭신. 그냥 먹어도 부드럽고 아주 맛있는 통밀 생크림 브레드예요."
돼지고기안심장조림,밑반찬,조림,[재료] 돼지고기 안심(약 500g) 1덩어리| 청양고추 1개 [돼지고기 삶는 물] 된장 1큰술| 통후추 0.5큰술| 대파 흰 부분 2대| 마늘 7쪽| 생강이나 생강가루 0.3큰술| 물 2컵 [조림장재료] 간장 7큰술| 청주 3큰술| 맛술 3큰술| 흑설탕 1큰술| 물엿 1큰술| 물 2컵,"1.	돼지고기는 찬물에 30분 정도 담가 핏물을 빼주었어요.
2.	돼지고기 안심을 5-6토막을 내고 돼지고기 삶는 물 재료인 된장 1, 통후추 0.5, 대파 흰 부분 2대, 마늘 7쪽, 생강이나 생강가루 0.3, 물 2컵을 넣고 팔팔 끓입니다. 이때 이 삶은 물에 월계수 잎이 있다면 1-2개 넣어줘도 좋고 돼지고기의 잡내를 없앨 수 있는 재료들을 더 추가해서 넣으셔도 좋아요. 돼지고기는 보쌈도 그렇고 이렇게 삶을때 된장을 넣어주면 잡냄새도 제거하면서 구수한 맛이 나지요.
3.	고기 삶는 물을 팔팔 끓이다가 덩어리로 된 돼지고기 안심을 넣고 약 10분간 삶아줍니다.
4.	삶아진 고기는 건져 내고 삶은 고기는 식으면 결대로 먹기 좋게 찢어줍니다. 중간에 기름이나 심줄 같은 것들은 찢으면서 깨끗하게 제거해 주시면 되지요.
5.	간장 7, 청주 3, 맛술 3, 흑설탕 1, 물엿 1, 물 2컵을 한데 넣어 조림장을 만들고 찢어놓은 돼지고기를 넣고 바글바글 조려줍니다.
6.	국물이 어느 정도 잘박하게 졸아들 때까지 조려주시면 되요. 저는 아이들 줄거라서 그냥 할까 하다가 칼칼하게 먹고 싶어서 청양고추를 중간에 하나 투입해 주었답니다. 저는 조림을 할때 요새는 발사믹 식초를 1-2숟갈 정도 같이 넣어서 조려요. 그러면 색깔도 이쁘고 맛도 더 훨씬 좋더라고요. 이것도 취향껏 발사믹 식초가 있으면 넣으시면 되고요. 돼지고기 장조림은 색깔이 쇠고기 보다는 흐려서 일부러 조림장에 일반 설탕 대신에 때깔을 이쁘게 하려고 흑설탕을 넣었어요."
오이부추무침,밑반찬,무침,[재료] 오이 1개| 부추 썬것 1줌| 양파 1/4개 [양념] 고춧가루 1T| 까나리액젓 1T| 설탕 0.5T| 다진 마늘 0.5T| 통깨 1T| 굵은소금 0.5T,"1.	먼저 오이(1개)는 먹기 좋게 잘라서 굵은 소금(0.5)를 넣어 30분간 나른하게 절입니다.
2.	부추도 4-5cm 길이로 썰고, 양파도 가늘게 채 썰어줍니다.
3.	절인 오이와 부추, 양파를 넣고 고춧가루(1), 멸치액젓이나 까나리액젓(1), 설탕(0.5), 다진 마늘(0.5), 통깨(1) 를 넣어 버무리면 완성."
녹차팥롤케이크,빵,굽기,[녹차시트 재료] 계란 4개| 설탕 65g| 버터 25g| 우유 13g| 밀가루박력분 60g| 녹차가루 10g [토핑 재료] 생크림 100g| 설탕 10g| 팥앙금 100g| 팥배기 적당히,"1.	보드라운 녹차시트를 만들어요. 계란을 볼에 담고 가볍게 풀어준 후에 설탕을 2~3번에 나누어 가며 넣어주세요. 그리고 핸드믹서를 이용해 가볍고 풍성한 거품을 올려주세요. 아이보리 빛이 돌면서 핸드믹서를 들었을때 리본이 3~4초 정도 유지되는 반죽을 만들어 줍니다.
2.	사진처럼 계란거품이 풍성하게 올라오면 체쳐놓은 가루류를 넣어주세요. 녹차가루와 박력분을 체에 쳐 넣고 거품이 꺼지지 않도록 재빠르게 섞어주세요.
3.	다른 그릇에 버터와 우유를 넣고 중탕을 하거나 렌지에 돌려 녹여준후에 녹차반죽을 한수저 덜어 유지와 섞은 뒤 그 유지반죽을 다시 녹차 반죽에 넣어주세요. 이렇게 하는 이유는 유지를 바로 반죽에 넣으면 거품이 꺼질수 있기 때문에 반죽과 유지를 섞은후에 다시 넣어주는 거에요.
4.	철판에 유산지를 깔고 매끄러운 반죽을 넣어주세요. 저렇게 반죽이 계단을 그리며 떨어져야 잘 된 반죽이에요.
5.	철판이 워낙 커서 반죽이 조금 모자랐지만 36cm정도의 철판은 딱 적당한 양일거에요. 윗면을 스크레퍼로 반듯하게 정리하신 후에 180'c에서 12~15분 구워주세요. 너무 오래 구우면 수분이 날라가 롤을 말때 찢어지기 쉬우니 너무 오버베이크 되지 않도록 주의. 구워져 나온 시트는 충분히 식혀주세요.
6.	시트가 식는 동안 생크림을 휘핑해요. 물기없는 깨끗한 볼에 생크림과 설탕을 넣고 단단하게 뿔이 서는 생크림을 만들어주세요.
7.	시트가 완벽히 식으면 실온에 두어 부드러운 팥앙금을 고르게 펴주세요. 팥앙금은 생략하셔도 좋은데 이렇게 녹차롤케이크에 바르니까 너무너무너무 맛있었어요. 앙금이 너무 단단해서 바르기 힘들다면 우유를 조금 넣고 부드럽게 되기를 맞춘후에 발라주세요.
8.	팥앙금위에 단단하게 거품올린 생크림을 고르게 펴주세요. 그리구 말기 쉽도록 말기 시작하는 시트위에 2,3번 자국을 내주세요.
9.	그리구 위에 팥배기를 적당히 올려주세요. 팥배기는 항상 대용량으로 팔길래 사다놓으면 몇번 안먹고 냉동실에 있을것 같아서. 팥을 이용해서 팥배기를 직접 만들었어요. 필요할때 마다 만들면 좋을것 같아요. 만들어 놓은걸로 치즈케이크에도 넣어먹고. 아이스크림에도 먹고. 머핀도 만들고 할려구요.
10.	아래 깔려있는 유산지채로 돌돌돌 말아주세요. 그리고 냉장고에서 1~2시간정도 굳혀주세요.
11.	돌돌돌 맛나게 말린 녹차 팥 롤케이크에요. 이번엔 시트가 잘 구워졌는지 아님 철판을 큰걸 써서 그런지 아주 달팽이처럼 잘 말렸어요. 예전에는 작은 오븐을 쓰면서 작은 틀을 써서 그런지 이쁘게 말리지도 않고 그랬었거든요. 말려져 나온 롤의 모양이 참 마음에 들었어요. 녹차랑 팥이랑 잘 어울리는건 이제 모두다 알고있는 사실이어서 어느곳에 가서 녹차 롤케이크를 보면 팥이 들어가있는 경우가 많잖아요. 이젠 집에서 롤케이크 말아보자구요."
쑥떡떡볶이,밥/죽/떡,볶음,[재료] 쑥떡(긴것) 1개| 떡볶이떡 250g| 양파 1/2개| 양배추 200g| 당근 1/2개| 대파 1대| 동글어묵 5개| 삶은계란 5개 [양념] 참기름 조금 [떡볶이 양념] 고추장 4TS| 고춧가루 1TS| 진간장 2TS| 황설탕 2TS| 요리당 1TS| 마늘(다지기) 4알| 멸치육수 400ml,"1.	쑥떡이 제가 이른 봄에 쑥을 뜯어서 만들어둔 쑥떡을 길게 한줄씩 뽑아서 냉동실에 얼려두었다가 생각날때마다 꺼내 요렇게 떡볶이에 넣어서 먹기도 한답니다. 아님, 그냥 녹여 콩고물을 묻혀서 먹기도 하구요. 냉동실에서 꺼내 녹인 쑥떡은 끓는 물에 살짝 데쳐 찬물에 헹구어 물기를 제거하고, 참기름을 조금 넣고 살살 섞어주세요.
2.	냄비에 멸치육수, 떡볶이양념을 넣고 뽀글뽀글 끓여주세요. 야채들을 넣구요. 야채들이 떡볶이양념과 잘 어우러질때쯤 떡볶이떡과 어묵, 삶은계란을 넣고, 떡볶이국물을 조려가며 끓여주세요. 마지막에 쑥떡과 어슷썰기를 한 대파를 넣고 살살 섞어가며 볶아주세요. 쑥떡은 빨리 퍼지니깐 넘 많이 섞진마세요.
3.	국물이 적당히 졸면 깨를 뿌려 마무리합니다."
치킨시저샐러드,샐러드,기타,[재료] 로메인 10장| 양상추 3장| 하림 슬림 닭가슴살(삶은 닭가슴살 1쪽) 1캔| 방울 토마토 10개| 파마산치즈 약간 [시저 샐러드 드레싱] 노른자 2개| 우스터소스 1ts| 백후추 1/4ts| 엔초비 4마리| 포도씨유 80ml| 식초 2Ts| 파마산치즈 1Ts [올리브 크루통] 식빵 4장| 올리브유 2Ts| 파마산치즈가루 1Ts| 파슬리가루 약간,"1.	식빵은 사방 1센티 정도로 잘게 잘라서 준비 합니다. 올리브유와 파슬리가루, 파마산치즈가루를 섞어 줍니다.
2.	잘게 자른 식빵을 올리브유에 잘 섞어 줍니다. 올리브유에 섞은 식빵조각을 오븐팬에 넓게 펼쳐 200도로 예열된 오븐에 5~7분 사이로 노릇하게 구워 줍니다.
3.	푸드푸로세서에 포도씨유를 제외한 싱싱한 달걀 노른자와 엔쵸비, 식초등의 재료를 몽땅 넣어 줍니다. 마지막에 포도씨유를 조금 붓고 푸드프로세서를 작동시켜 주세요. 남은 포도씨유는 조금씩 부어가며 걸쭉해 질때까지 푸드프로세서를 작동시켜 드레싱을 완성 시켜 주세요.
4.	로메인과 양상추, 방울토마토는 깨끗하게 씻어 물기를 뺀후 적당한 크기로 잘라 줍니다.
5.	닭가슴살 캔은 기름을 빼서 잘게 찢어서 준비 하세요. (닭가슴살 캔이 없을 경우 밑간한 닭가슴살을 삶아서 잘게 찢어 주세요. ) 모든 재료가 준비 되면 접시에 예쁘게 셋팅해 주세요.
6.	집에서 만들어 먹는 너무 너무 신선한 치킨 시저 샐러드 완성."
비엔나마늘종볶음,밑반찬,볶음,[재료] 비엔나소시지 140g| 마늘쫑 110g| 오일 조금| 소금(데침용) 약간 [양념장] 진간장 1+1/2TS| 요리당 1ts| 참기름 1ts| 청주 1ts| 통깨 적당량,"1.	마늘종은 저렇게 비엔나 소시지 크기만큼 잘라주시면 되요. 비엔나소시지는 끓는 물에 살짝데쳐 반으로 갈라주세요.
2.	마늘종은 끓는 물에 소금을 살짝 넣고 데쳐주세요. 데친후 찬물에 헹궈 물기를 제거해주세요. 달구어진 프라이팬에 오일을 조금 두르고, 물기를 제거한 마늘종을 넣고 볶아주세요. 볶으면서 살짝이 소금으로 간도 조금 해주세요. 비엔나소시지를 넣고 볶아주세요.
3.	미리 만들어둔 양념장을 넣고 볶아주세요. 통깨를 뿌려마무리합니다."
흑미식빵,빵,굽기,[재료] 흑미가루 250g| 탈지분유 5g| 계란+우유 160g| 이스트 6g [양념] 설탕 25g| 버터 25g| 소금 4g,"1.	반죽은 제빵기에서 했어요. 쌀가루는 1차발효가 필요없으므로 밀가루 식빵보다 시간이 훨씬 절약된답니다.. 제빵기에서 나온 반죽은 세덩어리로 나누어서 비닐을 덮고 15분간 중간발효를 해주었어요.
2.	중간발효가 끝난반죽은 저렇게 식빵모양으로 접어 식빵틀에다 담아주었어요.
3.	저는 저희집에 있는 스팀오븐에 있는 스팀발효기능으로 2차발효를 해주었어요. 스팀발효로 빵빵하게 부풀어올랐어요. 윗쪽에다 우유물을 발라주었구요.
4.	180도로 예열된 오븐에서 25분정도 구워주었답니다. 오븐에서 나오자마자 녹인버터를 발라주었구요."
피자빵,빵,굽기,[재료] 식빵 10장| 피자치즈 300그램| 햄 200그램| 청피망 1개| 빨강파프리카 1개| 노랑파프리카 1개| 양파 1개| 통조림 완두콩 2큰술| 옥수수캔 2큰술| 슬라이스치즈 5~10장| 파인애플통조림 약간 [양념] 설탕 1큰술| 후춧가루 약간| 토마토소스 200그램| 토마토케첩 2큰술,"1.	파인애플 통조림은 물기를 빼서 적당한 크기로 잘라 주세요. 야채와 햄도 잘게 다져서 준비 하세요. 장식용 파프리카는 얇고 길쭉하게 잘라서 준비 하세요.
2.	달군 팬에 포도씨유를 넣고 잘게 다진 햄과 야채, 통조림 완두통, 옥수수를 센불에 볶아 주세요. 어느정도 볶아지면 후춧가루와 설탕을 넣고 볶다가 토마토소스를 넣어 주세요.
3.	케첩도 넣고 마져 볶다가 걸쭉해지면 마무리 해주세요. 준비한 식빵에 토마토소스에 볶은 야채를 듬뿍 올리고 그위에 슬라이스 치즈를 얹어 주세요.
4.	모짜렐라 치즈를 적당히 올리고 파인애플과 장식용 파프리카를 올려 주세요. (옵션으로 마요네즈를 짜줘도 맛있어요)
5.	200도로 예열된 오븐에 피자치즈가 녹을 정도로 노릇하게 5~10분사이로 구워 주세요.
6.	누구나 좋아하는 맛있는 피자빵 완성. 재료를 아낌없이 듬뿍 올렸더니 두툼한 것이 더 먹음직 스럽죠? 집에 파인애플 통조림이 있길래 파인애플도 올려서 구웠더니새콤달콤한 파인애플도 씹히는것이 하와이언 피자 부럽지 않은 맛. 집에 있는 당근, 피망, 양파등의 야채로 조금만 시간을 투자해서 만들면 온가족 영양간식으로 참 좋을것 같아요."
오므라이스,밥/죽/떡,볶음,[재료] 뜨거운 밥 1공기| 맛있는밥&엔 1개| 달걀 1개 [양념] 우유 1큰술,"1.	뜨거운 밥(1공기)에 맛있는밥&엔(1개)를 넣어 섞어줍니다.
2.	그리고 달걀(1개)에 우유(1)를 넣어 젓가락으로 고루 풀어줍니다.
3.	그리고 달군팬에 기름을 두른 후~ 달걀을 부어 평평하게 잘 펴주고.. 그 위에 볶음밥을 올려줍니다.
4.	그리고 반으로 덮은 후...
5.	접시에 내어 케첩과 마요네즈를 뿌려 마무리합니다."
버터링쿠키,과자,굽기,[재료] 박력분 200g 무염버터 150g 슈가파우더 70g 달걀 1개 소금 2g 물엿 2T 바닐라오일 1t,"1.	※ 버터는 만들기 30분전에 미리 꺼내 놓습니다. 실온에 미리 꺼내 둔 말랑말랑한 버터(150g)는 거품기로 부드럽게 풀어줍니당.
2.	그리고 체친 슈가파우더(70g), 소금(2g)을 넣어 휘핑하고, 소금은요. 버터가 가염이라면 넣지마세용~ 전 무염버터를 쓰기에.. 넣어주었답니다.
3.	물엿(2T), 바닐라오일(1t)을 넣어 휘핑하고, 전 물엿 대신 메이플시럽으로 넣었답니다. 없는분들은 물엿이나 꿀로 넣어주세요.
4.	제가 쓰는 유기농 메이플시럽입니다. 일반 꿀보다 더 향이 좋고요. 유기농이라 몸에 더 좋지요. 설탕이나 물엿 대신 쓰면 좋아요~ 가격이 좀 비싼편이지만... 그래도 하나쯤 구입하시면 여러모로 쓰임이 많을거에요. 전 볶음할때도.. 설탕이나 물엿이 들어가는 요리에 대신 쓰고있고요. 와플이나 핫케이크에 껴얹어서도 먹어요~^0^
5.	그리고 푼 달걀(1개)는.. 2~3번에 조금씩 나뉘어 넣은 후 휘핑해줍니다. 달걀을 한번에 다 넣어서 휘핑하면 버터랑 분리현상이 일어나요. 그러니 푼 달걀을 조금씩 넣어가며 휘핑해주세요~
6.	그럼 이렇게 버터크림 상태로 된답니다. 분리현상이 일어나면.. 물기가 생기지요..
7.	※ 박력분은 미리 체에 2번정도 쳐줍니다. 그리고 체친 박력분(200g)을 넣어 날가루가 보이지 않을정도로 섞어줍니다.
8.	이런식으로 날가루가 보이지 않을정도로만 섞어주세요. 너무 많이 섞게되면 쿠키가 딱딱해지거든요.
9.	그리고 별깍지를 끼운 짤주머니에 반죽을 담고요. 이런 짤주머니나 깎지도 없다. 하시면.. 그냥 반죽을 숟가락으로 원모양으로 잡아주셔도 될거 같아요. 일반 버터링쿠키랑 모양은 쫌 틀리지만.. 맛은 같을거에요.^0^
10.	베이킹팬에 버터나 이형제를 발라준 후 쿠키반죽으로 원모양을 그려줍니다. 이렇게 그려주면 반죽을 짜기에 한층 더 쉬워요~
11.	그리고 왼쪽에서 오른쪽으로 동그랗게 힘껏 짜줍니다. 반죽끼리 약간의 간격이 있어야 구웠을때 서로 붙지 않겠죠? 반죽이 좀 되직한 편이라서... 있는 힘껏 양손으로 눌러가며 짜주셔야해요. 전 이 과정에서 손이 후덜덜~~~ㅋㅋ 그리고 이런 짜는 쿠키는 빨리 짜주시는게 좋아요. 안그럼 손 온도때문에 버터가 녹거든요.
12.	그리고 예열된 170℃ 오븐에서 10~12분간 구워줍니다. 구울때 밑에 베이킹팬을 하나 더 받친 후 구워주세요. 안그럼 밑바닥이 탈지도 몰라용~~~ 구운 쿠키는 식힘망에 식힌 후 밀봉해 보관하시구용~"
젤리,디저트,끓이기,[재료] 한천가루 3g| 조금 진하게 탄 원두커피 450cc| 설탕(기호대로) 적당량,"1.	커피메이커에서 원두커피를 조금 진하게 내렸어요. 그냥 뜨거운 상태에서 마실때는 괜찮지만 젤리를 만들려고하니 조금 진한게 낫겠더라구요..
2.	너무 연하면 향이 약해서 별로일것 같다는.
3.	팬에 원두커피를 넣고 한천가루 3g을 넣고..보글보글 끓여주면 끝~! 너무 쉽죠? 아무래도 젤리이니까 설탕이 들어가야 제맛이겠죠?
4.	입맛에 맞게 맛을 보아가시면서 설탕을 넣어주세요.
5.	단것을 좋아하시면 조금 많이 넣으시구요. 되도록이면 달지 않게 드시는게 좋아요~!
6.	한천이 잘 굳으려면 기포가 보글보글 올라올때까지 온도를 높여주어야 합니다. 필수~!
7.	와인잔 3컵에 골고루 부어주었어요. 뜨거우니까 실온에서 충분히 식힌 후, 냉장고에서 한 시간 정도 두면 됩니다."
홍차젤리,디저트,기타,[재료] 한천가루 5그램| 홍차(약간 진하게 내린것) 300cc | 설탕 100그램,"1.	홍차 300cc와 한천가루 5그램, 설탕 100그램을 준비했어요. (작은 접시로 한 접시 정도 나와요. 많이 만드시려면 양을 두배로 늘리세요.)
2.	홍차를 팬에 넣고 한천가루를 넣어 약한 불에서 녹이기 시작합니다.
3.	한천이 다 녹으면 분량의 설탕을 넣고
4.	저어가며 보글보글 끓여줍니다.
5.	양갱을 만들 때와는 달리 물의 양이 1/2분량이 될 때까지 약 15분~20분 정도 저어가며 졸여줍니다. 아주 끈적끈적한 엿같은 상태가 될 때까지요.
6.	다 졸여지면 약간 식혔다가 네모 플라스틱통에 담아 실온에서 식힌 후, 냉장고에서 굳힙니다.
7.	다 굳혀졌으면 꺼내서 네모모양으로 썰어줍니다. 예쁘게 하려면 작은 모양틀로 찍어줘도 좋겠지요?
8.	겉표면이 찐득거려요. 서로 달라붙지 않게 흰설탕을 묻혀줍니다."
